"","time","D","AmtD0","AmtD","AmtD2","T","DT","L","TL","Ttot","Ltot","Dtot","dose","drug","target","ligand","order"
"2402",29.3,537.993184682615,0,1875.44424180359,1448.96311928897,6.19882338933317e-07,0.00997134915111034,0.400024489956188,9.45280701603166e-08,0.00997206356151943,0.400024584484258,538.003156031766,10,"Siltuximab","sIL-6","mIL-6R",5
"2403",29.4,535.170837961688,0,1865.60554113444,1447.87757189143,6.27022723134424e-07,0.0100753405153398,0.400024488492683,9.56260393448505e-08,0.0100760631641023,0.400024584118722,535.180913302203,10,"Siltuximab","sIL-6","mIL-6R",5
"2404",29.5,532.397585704217,0,1855.9379837649,1446.67783681251,6.34168319753853e-07,0.0101790123572962,0.400024487028104,9.67248115129755e-08,0.0101797432504274,0.400024583752915,532.407764716575,10,"Siltuximab","sIL-6","mIL-6R",5
"2405",29.6,529.671873642075,0,1846.43615151627,1445.36834866748,6.41319141467697e-07,0.0102823656282463,0.400024485562452,9.78243866260757e-08,0.0102831047717744,0.400024583386838,529.682156007703,10,"Siltuximab","sIL-6","mIL-6R",5
"2406",29.7,526.992201026381,0,1837.09481277796,1443.95338659778,6.48475216719695e-07,0.0103854012765678,0.400024484095726,9.89247671680599e-08,0.0103861486765516,0.400024583020493,527.002586427657,10,"Siltuximab","sIL-6","mIL-6R",5
"2407",29.8,524.357118769868,0,1827.90891603176,1442.43707967607,6.55636588930603e-07,0.0104881202477411,0.40002448262792,1.00025958021335e-07,0.010488875910288,0.400024582653878,524.367606890116,10,"Siltuximab","sIL-6","mIL-6R",5
"2408",29.9,521.765227654004,0,1818.87358360186,1440.82341212288,6.62803315727912e-07,0.0105905234843427,0.400024481159027,1.01127966345899e-07,0.0105912874156248,0.400024582286994,521.775818177488,10,"Siltuximab","sIL-6","mIL-6R",5
"2409",30,519.215176598299,0,1809.98410562167,1439.11622834224,6.69975468196763e-07,0.0106926119260391,0.400024479689036,1.02230801461602e-07,0.0106933841323087,0.400024581919837,519.225869210225,10,"Siltuximab","sIL-6","mIL-6R",5
"2410",30.1,516.705660989741,0,1801.23593421024,1437.31923778242,6.77153130152333e-07,0.0107943865095816,0.400024478217931,1.03334474733669e-07,0.0107951669971865,0.400024581552406,516.71645537625,10,"Siltuximab","sIL-6","mIL-6R",5
"2411",30.2,514.235421070254,0,1792.62467785091,1435.43601962771,6.84336397433989e-07,0.0108958481688018,0.400024476745698,1.0443899946154e-07,0.0108966369441987,0.400024581184697,514.246316918423,10,"Siltuximab","sIL-6","mIL-6R",5
"2412",30.3,511.803240380156,0,1784.14609596522,1433.47002732735,6.91525377221406e-07,0.0109969978346083,0.400024475272316,1.05544390771055e-07,0.0109977949043763,0.400024580816707,511.814237377991,10,"Siltuximab","sIL-6","mIL-6R",5
"2413",30.4,509.407944255676,0,1775.79609367529,1431.42459296703,6.98720187372741e-07,0.0110978364349834,0.400024473797764,1.06650665510027e-07,0.0110986418058363,0.40002458044843,509.419042092111,10,"Siltuximab","sIL-6","mIL-6R",5
"2414",30.5,507.048398378656,0,1767.57071674799,1429.30293148865,7.05920955784912e-07,0.0111983648949812,0.400024472322019,1.07757842147199e-07,0.0111991785737791,0.400024580079861,507.059596743551,10,"Siltuximab","sIL-6","mIL-6R",5
"2415",30.6,504.723507376618,0,1759.46614671489,1427.1081447634,7.13127819775934e-07,0.011298584136726,0.400024470845055,1.0886594067461e-07,0.0112994061304864,0.400024579710996,504.734805960754,10,"Siltuximab","sIL-6","mIL-6R",5
"2416",30.7,502.432213471459,0,1751.47869616151,1424.84322552344,7.20340925489182e-07,0.0113984950794115,0.400024469366844,1.0997498251333e-07,0.0113993253953195,0.400024579341826,502.443611966538,10,"Siltuximab","sIL-6","mIL-6R",5
"2417",30.8,500.173495175063,0,1743.60480418027,1422.51106115693,7.27560427319463e-07,0.0114980986393008,0.400024467887357,1.11084990422581e-07,0.0114989372847186,0.400024578972347,500.184993273702,10,"Siltuximab","sIL-6","mIL-6R",5
"2418",30.9,497.946366030221,0,1735.84103198135,1420.11443737131,7.34786487360653e-07,0.0115973957297265,0.400024466406562,1.12195988412193e-07,0.0115982427122022,0.40002457860255,497.95796342595,10,"Siltuximab","sIL-6","mIL-6R",5
"2419",31,495.749873395288,0,1728.18405865597,1417.65604172928,7.42019274874641e-07,0.0116963872610918,0.400024464924426,1.13308001658365e-07,0.0116972425883683,0.400024578232428,495.761569782549,10,"Siltuximab","sIL-6","mIL-6R",5
"2420",31.1,493.583097271041,0,1720.63067708685,1415.13846706192,7.49258965781285e-07,0.0117950741408722,0.400024463440915,1.14421056422701e-07,0.0117959378208944,0.400024577861972,493.594892345182,10,"Siltuximab","sIL-6","mIL-6R",5
"2421",31.2,491.445149168351,0,1713.17779000087,1412.56421476312,7.56505742168851e-07,0.0118934572736177,0.400024461955994,1.15535179974454e-07,0.0118943293145399,0.400024577491174,491.457042625625,10,"Siltuximab","sIL-6","mIL-6R",5
"2422",31.3,489.335171014889,0,1705.8224061579,1409.93569797034,7.63759791825477e-07,0.011991537560955,0.400024460469626,1.16650400515936e-07,0.0119924179711473,0.400024577120026,489.34716255245,10,"Siltuximab","sIL-6","mIL-6R",5
"2423",31.4,487.252334100175,0,1698.56163667321,1407.25524463386,7.71021307789451e-07,0.0120893159015908,0.400024458981771,1.17766747111084e-07,0.0120902046896457,0.400024576748518,487.264423416077,10,"Siltuximab","sIL-6","mIL-6R",5
"2424",31.5,485.19583805716,0,1691.39269146726,1404.52510047967,7.78290487919586e-07,0.0121867931913157,0.400024457492391,1.18884249616974e-07,0.0121876903660532,0.400024576376641,485.208024850351,10,"Siltuximab","sIL-6","mIL-6R",5
"2425",31.6,483.164909879036,0,1684.31287583832,1401.74743186987,7.8556753448465e-07,0.0122839703230074,0.400024456001446,1.20002938618387e-07,0.0122848758934805,0.400024576004385,483.177193849359,10,"Siltuximab","sIL-6","mIL-6R",5
"2426",31.7,481.158802970327,0,1677.31958715456,1398.92432856331,7.92852653771149e-07,0.0123808481866361,0.400024454508894,1.21122845365275e-07,0.0123817621621352,0.400024575631739,481.171183818513,10,"Siltuximab","sIL-6","mIL-6R",5
"2427",31.8,479.176796230868,0,1670.41031166081,1396.05780638049,8.00146055709285e-07,0.0124774276692685,0.400024453014693,1.22244001713038e-07,0.0124783500593259,0.400024575258694,479.189273658538,10,"Siltuximab","sIL-6","mIL-6R",5
"2428",31.9,477.218193171619,0,1663.58262139626,1393.14980977588,8.0744795351653e-07,0.0125737096550733,0.4000244515188,1.23366440065598e-07,0.0125746404694669,0.40002457488524,477.230766881274,10,"Siltuximab","sIL-6","mIL-6R",5
"2429",32,475.282321061196,0,1656.83417121933,1390.20221432079,8.14758563358243e-07,0.0126696950253269,0.400024450021172,1.2449019332114e-07,0.0126706342740836,0.400024574511365,475.294990756221,10,"Siltuximab","sIL-6","mIL-6R",5
